abv,name,style,brewery_id,ounces
0.059,Harpoon IPA (2012),American IPA,234,12
0.05,Harpoon Summer Beer (2012),Kölsch,234,12
0.048,UFO White,American Pale Wheat Ale,234,12
0.05,Harpoon Summer Beer (2010),Kölsch,234,12
0.059,Harpoon IPA (2010),American IPA,234,12
,Great Falls Select Pale Ale,American Blonde Ale,535,12
0.048,Beltian White,Witbier,535,12
0.049,Kaua'i Golden Ale,American Blonde Ale,204,12
0.054,Sunset Amber,American Pale Ale (APA),204,12
0.064,Hapa Brown Ale,American Brown Ale,204,19.2
0.064,Hapa Brown Ale,American Brown Ale,204,12
0.083,Southern Cross,Flanders Red Ale,204,19.2
0.076,Groupe G,Belgian IPA,280,16
0.062,Pt. Bonita Rustic Lager,American Pale Lager,280,16
0.088,Hill 88 Double IPA,American Double / Imperial IPA,280,16
0.072,Loose Cannon,American IPA,479,12
0.06,AARGHtoberfest!,Märzen / Oktoberfest,479,12
0.06,Davy Jones Lager,Cream Ale,479,12
0.063,Grazias,Cream Ale,423,16
0.08,Habitus IPA,American IPA,423,16
0.099,Ex Umbris Rye Imperial Stout,American Double / Imperial Stout,423,16
0.063,The Golden One,American Pilsner,168,12
0.07,The Power of Zeus,American Pale Ale (APA),168,12
0.044,Tonganoxie Honey Wheat,American Pale Wheat Ale,500,12
0.045,Oregon Trail Unfiltered Raspberry Wheat,Fruit / Vegetable Beer,500,12
0.055,Annie's Amber Ale,American Amber / Red Ale,500,12
0.045,The 12th Can™,American Pale Ale (APA),362,16
0.055,Hilliard's Pils,Czech Pilsener,362,16
0.049,Hilliard's Blonde,American Blonde Ale,362,16
0.055,Hilliard's Amber Ale,American Amber / Red Ale,362,16
0.066,Hilliard's Saison,Saison / Farmhouse Ale,362,16
0.042,White Cap White IPA,American White IPA,349,16
0.042,Provision,Saison / Farmhouse Ale,297,12
0.047,One Nut Brown,American Brown Ale,297,12
0.058,Hop Farm IPA,American IPA,297,12
0.049,Double D Blonde,American Blonde Ale,198,12
0.078,Festeroo Winter Ale,American Strong Ale,198,12
0.063,Proxima IPA,American IPA,198,12
0.049,Double D Blonde (2013),American Blonde Ale,198,12
0.048,541 American Lager,American Pale Lager,198,12
0.065,Alphadelic IPA,American IPA,198,12
0.065,Alphadelic IPA (2011),American IPA,198,12
0.049,Double D Blonde (2011),American Blonde Ale,198,12
0.07,Green House India Pale Ale,American IPA,395,12
0.051,The One They Call Zoe,American Pale Lager,395,12
0.051,Alteration,Altbier,395,12
0.06,Pale Dog,American Pale Ale (APA),395,12
0.065,Porter Culture,American Porter,136,12
0.068,Hard Cider,Cider,80,16
0.027,Totally Radler,Radler,80,16
0.039,Nonstop Hef Hop,American Pale Wheat Ale,80,16
0.039,Nonstop Hef Hop,American Pale Wheat Ale,80,16
0.039,Nonstop Hef Hop,American Pale Wheat Ale,80,16
0.039,Nonstop Hef Hop,American Pale Wheat Ale,80,16
0.039,Nonstop Hef Hop,American Pale Wheat Ale,80,16
0.039,Nonstop Hef Hop,American Pale Wheat Ale,80,16
0.039,Nonstop Hef Hop,American Pale Wheat Ale,80,16
0.039,Nonstop Hef Hop,American Pale Wheat Ale,80,16
0.039,Nonstop Hef Hop,American Pale Wheat Ale,80,16
0.039,Nonstop Hef Hop,American Pale Wheat Ale,80,16
0.039,Nonstop Hef Hop,American Pale Wheat Ale,80,16
0.039,Nonstop Hef Hop,American Pale Wheat Ale,80,16
0.058,Rise Up Red,American Amber / Red Ale,80,16
0.058,Survival Stout,American Stout,80,16
0.066,Hopworks IPA,American IPA,80,16
0.073,Abominable Winter Ale,American Strong Ale,80,16
0.06,Pigwar White India Pale Ale,American White IPA,80,16
0.058,Rise-Up Red (2014),American Amber / Red Ale,80,16
0.073,Abominable Winter Ale (2012),American Strong Ale,80,16
0.051,HUB Lager,Czech Pilsener,80,16
0.066,Hopworks IPA (2012),American IPA,80,16
0.056,Watermelon Wheat,American Pale Wheat Ale,120,12
0.051,Laka Laka Pineapple,Hefeweizen,120,12
0.06,Oktoberfest,Märzen / Oktoberfest,120,16
0.065,Trail Maker Pale Ale,American Pale Ale (APA),445,12
0.055,Action Man Lager,Vienna Lager,445,12
0.068,Let It Ride IPA,American IPA,277,12
0.065,Stir Crazy Winter Ale,Winter Warmer,277,12
0.05,Sweet Yamma Jamma Ale,Fruit / Vegetable Beer,277,12
0.046,Shenanigans Summer Ale,American Pale Wheat Ale,277,12
0.065,Midnight Ryder,American Black Ale,277,12
0.054,Day Tripper Pale Ale,American Pale Ale (APA),277,12
0.048,Oklahoma Suks,American Amber / Red Ale,140,12
0.055,Power & Light,American Pale Ale (APA),140,12
0.059,White Rabbit ,Witbier,140,12
0.058,Tribute,American Pale Ale (APA),23,12
0.07,Infamous IPA,American IPA,242,12
0.055,Hijack,Cream Ale,242,12
0.045,Jon Boat Coastal Ale,American Blonde Ale,527,12
0.068,I-10 IPA,American IPA,527,12
0.053,People's Pale Ale,American Pale Ale (APA),527,12
0.049,Summer Ale,American Blonde Ale,123,12
,Appreciation Ale,American IPA,316,16
0.052,House Lager,Keller Bier / Zwickel Bier,2,16
0.048,Leisure Time,American Pale Lager,2,12
0.072,Excess IPL,American India Pale Lager,2,16
0.067,Hoponius Union,American India Pale Lager,2,12
0.049,Calyptra,American India Pale Lager,2,12
0.05,Helen's Blend,Cider,416,12
0.051,Jack's Hard Cider,Cider,416,12
0.055,Thunder Ann,American Pale Ale (APA),312,12
0.055,Razz Wheat,Fruit / Vegetable Beer,92,12
0.065,Hop Ryot,American IPA,92,12
0.07,Mystic Mama IPA,American IPA,92,12
0.05,Firefly Amber Ale,American Amber / Red Ale,92,12
0.067,Chomolungma Honey Nut Brown Ale,English Brown Ale,92,12
0.069,Welcome to Scoville,American IPA,114,12
,Bastian,American Strong Ale,32,12
0.045,Healani,Hefeweizen,32,12
0.055,Yabba Dhaba Chai Tea Porter,American Porter,32,12
0.055,A Capella Gluten Free Pale Ale,American Pale Ale (APA),32,12
0.06,Casper White Stout,American Blonde Ale,32,12
0.06,JP's Ould Sod Irish Red IPA,American IPA,32,12
0.05,Weize Guy,Hefeweizen,233,12
0.05,Fox Tail Gluten Free Ale,American Pale Ale (APA),233,12
0.093,Hop Box Imperial IPA,American Double / Imperial IPA,233,12
0.052,Joseph James American Lager,American Adjunct Lager,233,12
0.071,Sucha Much IPA,American IPA,208,12
0.075,Lewbricator Wheat Dopplebock ,Doppelbock,208,12
0.052,Weisse Versa (2012),Hefeweizen,125,12
0.058,Mother in Lager,Munich Dunkel Lager,125,12
0.055,Weekend Warrior Pale Ale,American Pale Ale (APA),125,12
0.055,Karbachtoberfest,Märzen / Oktoberfest,125,12
0.047,Love Street Summer Seasonal (2014),Kölsch,125,12
0.066,Barn Burner Saison,Saison / Farmhouse Ale,125,12
0.095,Rodeo Clown Double IPA,American Double / Imperial IPA,125,12
0.049,Sympathy for the Lager,American Amber / Red Lager,125,12
0.052,Weisse Versa,Hefeweizen,125,12
0.066,Hopadillo India Pale Ale,American IPA,125,12
0.057,KelSo Nut Brown Lager,Euro Dark Lager,342,12
0.06,KelSo India Pale Ale,American IPA,342,12
0.055,KelSo Pilsner,Czech Pilsener,342,12
0.058,Skilak Scottish Ale,Scottish Ale,458,12
0.05,Peninsula Brewers Reserve (PBR),American Blonde Ale,458,12
0.068,Sunken Island IPA,American IPA,458,12
0.058,Skilak Scottish Ale (2011),Scottish Ale,458,12
0.065,Cold Smoke Scotch Ale (2007),Scotch Ale / Wee Heavy,510,16
0.065,Double Haul IPA (2009),American IPA,510,16
0.065,Double Haul IPA (2006),American IPA,510,16
0.055,Eddy Out Pale Ale,American Pale Ale (APA),510,16
0.065,Double Haul IPA,American IPA,510,16
0.065,Cold Smoke Scotch Ale,Scotch Ale / Wee Heavy,510,16
,U. P. Witbier,Witbier,84,12
,November Gale Pale Ale,American Pale Ale (APA),84,12
,Olde Ore Dock Scottish Ale,Scottish Ale,84,12
,Widow Maker Black Ale,American Brown Ale,84,12
,Lift Bridge Brown Ale,American Brown Ale,84,12
,Pick Axe Blonde Ale,American Blonde Ale,84,12
,Red Jacket Amber Ale,American Amber / Red Ale,84,12
0.051,Amber Ale,American Amber / Red Ale,102,12
0.055,King Street Pilsner,Czech Pilsener,102,12
0.06,King Street IPA,American IPA,102,12
0.057,King Street Hefeweizen,Hefeweizen,102,12
0.049,King Street Blonde Ale,American Blonde Ale,102,12
0.063,India Pale Ale,American IPA,87,16
0.048,Blackberry Wheat,American Pale Wheat Ale,87,16
0.046,Longboard Island Lager,American Amber / Red Lager,439,24
0.046,Longboard Island Lager,American Amber / Red Lager,439,16
0.046,Longboard Island Lager,American Amber / Red Lager,439,12
0.046,Longboard Island Lager,American Amber / Red Lager,439,12
0.04,Choc Beer (2003),American Dark Wheat Ale,505,12
0.08,Bellingham Beer Week 2013 Collaboration,Belgian Strong Dark Ale,354,16
0.054,A Slice of Hefen,Hefeweizen,332,16
0.072,Elevated IPA,American IPA,332,16
0.066,Rumspringa Golden Bock,Maibock / Helles Bock,545,12
0.048,Lancaster German Style Kölsch,Kölsch,545,12
0.045,Beach Cruiser,Hefeweizen,59,12
0.068,I.P. Eh!,American IPA,59,12
0.05,Schoolhouse Honey,American Amber / Red Ale,59,12
0.055,10 Degrees of Separation,English Brown Ale,59,12
0.05,Laughing Dog Cream Ale,Cream Ale,218,12
0.048,Two-One Niner,American Pilsner,218,12
0.064,Laughing Dog IPA,American IPA,218,12
0.064,Madra Allta,American IPA,345,12
0.056,Duluchan India Pale Ale,American IPA,345,12
0.05,Lazy Monk Bohemian Pilsner,Czech Pilsener,406,16
0.051,Yellowstone Golden Ale,Kölsch,537,12
0.057,Tumbleweed IPA,American IPA,537,12
0.05,Lewis & Clark Amber Ale,American Amber / Red Ale,537,12
0.05,Miner's Gold Hefeweizen,Hefeweizen,537,12
0.057,Back Country Scottish Ale,Scottish Ale,537,12
0.052,Getaway,German Pilsener,244,16
0.06,Farm Girl Saison,Saison / Farmhouse Ale,244,16
0.058,Adam's Stout,American Stout,298,12
0.057,American Hero,American Amber / Red Ale,298,12
0.052,Schweet Ale,Fruit / Vegetable Beer,298,12
0.065,Irregardless IPA,American IPA,298,12
0.057,Peach Pale Ale,American Pale Ale (APA),104,12
0.06,Deadeye Jack,American Porter,149,12
0.075,Pistols at Dawn,American Stout,149,16
0.057,Peacemaker Pale Ale,American Pale Ale (APA),149,12
0.058,Shotgun Betty,Hefeweizen,149,12
0.061,Sweet Josie,American Brown Ale,149,12
0.059,Long Trail IPA,English India Pale Ale (IPA),268,12
0.046,Long Trail Ale,American Amber / Red Ale,268,12
0.072,Double Bag,Altbier,268,16
0.04,Blackbeary Wheat,Fruit / Vegetable Beer,268,12
0.046,Long Trail Ale (1),Altbier,268,12
0.046,Gose,Gose,41,16
0.048,Vermont Pilsner,German Pilsener,41,16
0.055,Mosaic Single Hop IPA,American IPA,41,16
0.045,Lost Galaxy,American IPA,41,16
0.062,Face Plant IPA,American IPA,430,12
0.056,Rhino Chasers Pilsner,Czech Pilsener,430,12
0.052,Slow Hand Stout,American Stout,377,16
0.062,Hips Don't Lie,Hefeweizen,456,16
0.052,Ride Again Pale Ale,American Pale Ale (APA),456,16
0.048,The Farmer's Daughter,American Blonde Ale,456,16
0.038,Pub Ale,English Dark Mild Ale,245,12
0.051,Ballistic Blonde,Belgian Pale Ale,245,12
0.054,Knotty Pine,American Pale Ale (APA),158,12
0.053,Lumberyard Pilsner,American Pilsner,158,12
0.061,Lumberyard IPA,American IPA,158,12
0.058,Lumberyard Red Ale,American Amber / Red Ale,158,12
0.05,Mac's Highlander Pale Ale (2000),American Pale Ale (APA),485,12
0.051,Mac's Scottish Style Amber Ale (2000),American Amber / Red Ale,485,12
0.05,Macon Progress Ale,American Pale Ale (APA),400,12
0.055,Macon History Ale,American Brown Ale,400,12
0.099,Galaxy High,American Double / Imperial IPA,91,12
0.043,Sol Drifter,American Blonde Ale,91,12
0.085,Thunder Snow,Winter Warmer,91,12
0.079,The Great Pumpcan,Fruit / Vegetable Beer,91,16
0.047,LIFT,Kölsch,91,12
0.05,SPRYE,American Pale Ale (APA),91,12
0.069,Psychopathy,American IPA,91,12
0.07,Gnarly Brown,American Brown Ale,91,12
0.06,Happy Amber,American Amber / Red Ale,91,12
0.051,#9,Fruit / Vegetable Beer,303,16
0.055,Elder Betty,Hefeweizen,303,12
0.051,#9,Fruit / Vegetable Beer,303,12
0.042,High Country Pilsner (Current),German Pilsener,534,12
0.065,Epic IPA,American IPA,534,12
0.042,Golden Trout Pilsner,German Pilsener,534,12
0.045,Real McCoy Amber Ale (Current),American Amber / Red Ale,534,12
0.072,Festivus (1),Winter Warmer,356,12
0.067,Manayunk Oktoberfest,Märzen / Oktoberfest,356,12
0.045,Belgian Style Session Ale,Belgian Pale Ale,356,12
0.055,Manayunk IPA,American IPA,356,12
0.055,Yunkin' Punkin',Pumpkin Ale,356,12
0.05,Summer Paradise,American Pale Wheat Ale,356,12
0.09,Monk from the 'Yunk,Tripel,356,12
0.06,Schuylkill Punch,Fruit / Vegetable Beer,356,12
0.085,Dreamin' Double IPA,American Double / Imperial IPA,356,12
0.099,Chaotic Double IPA,American Double / Imperial IPA,346,12
0.08,Manzanita IPA,American IPA,346,12
0.06,Riverwalk Blonde Ale,American Blonde Ale,346,12
0.095,Gillespie Brown Ale,American Brown Ale,346,12
0.066,Manzanita Pale Ale,American Pale Ale (APA),346,12
0.047,Marble Pilsner,German Pilsener,443,12
0.062,Marble India Pale Ale,American IPA,443,12
0.072,Toughcats IPA,American IPA,317,16
0.05,Tug Pale Ale,American Pale Ale (APA),317,16
0.099,Sexy Chaos,Russian Imperial Stout,317,16
0.063,Ace Hole American Pale Ale,American Pale Ale (APA),317,16
0.097,Cant Dog Imperial Pale Ale,American Double / Imperial IPA,317,16
0.05,River House,Saison / Farmhouse Ale,161,16
0.065,Pretzel Stout,American Stout,161,16
0.05,Rubberneck Red,American Amber / Red Ale,161,16
0.08,The Imperial Texan,American Double / Imperial IPA,161,16
0.08,The Imperial Texan,American Double / Imperial IPA,161,12
0.05,Day Break 4-Grain Breakfast Beer,Rye Beer,161,16
0.05,River House Saison,Saison / Farmhouse Ale,161,12
0.065,There Will Be Stout,American Stout,161,12
0.065,Our Legacy IPA,American IPA,299,12
0.042,Saranac Shandy,Shandy,299,12
0.065,Our Legacy IPA,American IPA,299,16
0.051,Saranac Golden Pilsener (2003),German Pilsener,299,12
0.045,Saranac Adirondack Light (2002),Light Lager,299,12
0.045,DAX Light (1998),Light Lager,299,12
0.048,Saranac Traditional Lager (2000),American Pale Lager,299,12
0.047,Pomegranate Wheat (2008),Fruit / Vegetable Beer,299,12
0.05,Blueberry Blonde Ale,American Blonde Ale,299,12
0.06,Saranac White IPA,American IPA,299,12
0.047,Saranac Summer Ale (2011),American Pale Wheat Ale,299,12
0.055,Saranac Pale Ale (12 oz.),English Pale Ale,299,12
0.055,Saranac Pale Ale (16 oz.),English Pale Ale,299,16
0.051,Lahaina Town Brown,American Brown Ale,375,12
0.055,Pau Hana Pilsner,Czech Pilsener,375,12
0.05,Lemongrass Saison,Saison / Farmhouse Ale,375,12
0.07,Aloha B’ak’tun,Belgian Strong Dark Ale,375,12
0.082,Liquid Breadfruit,Fruit / Vegetable Beer,375,12
0.06,Sobrehumano Palena'ole,American Amber / Red Ale,375,12
0.05,La Perouse White,Witbier,375,12
0.068,Flyin' HI.P.Hay,American IPA,375,12
0.055,Mana Wheat,American Pale Wheat Ale,375,12
0.045,Bikini Blonde Lager,Munich Helles Lager,375,12
0.057,CoCoNut Porter,American Porter,375,12
0.062,Big Swell IPA,American IPA,375,12
0.037,Pit Stop Chocolate Porter,American Porter,448,12
0.037,Pace Setter Belgian Style Wit,Witbier,448,12
0.037,Back in the Saddle Rye Pale Ale,American Pale Ale (APA),448,12
0.069,Bushwhacker Cider,Cider,254,16
0.069,Weim-R-Iner,Cider,254,16
0.069,Cherry Bomb,Cider,254,16
0.072,Tsunami IPA,American IPA,203,19.2
0.072,Tsunami IPA,American IPA,203,12
0.042,Humpback Blonde Ale,American Blonde Ale,203,12
0.052,Hawaiian Crow Porter,American Porter,203,12
0.052,Volcano Red Ale,American Amber / Red Ale,203,12
0.054,Mauna Kea Pale Ale,American Pale Ale (APA),203,12
0.053,Shark Bait,Fruit / Vegetable Beer,393,12
0.053,Gator Tail Brown Ale,American Brown Ale,393,12
0.071,Miami Vice IPA,American IPA,393,12
0.053,Big Rod Coconut Ale,American Blonde Ale,393,12
0.056,Mickey Finn's Amber Ale,American Amber / Red Ale,552,12
0.063,Pleasure Town,American IPA,223,12
0.063,Pleasure Town IPA,American IPA,223,12
0.048,Snowshoe White Ale,Witbier,223,12
0.05,Kodiak Brown Ale,American Brown Ale,223,12
0.057,Sockeye Red IPA,American IPA,223,12
0.08,Habitus (2014),American Double / Imperial IPA,3,16
0.075,Solis,American IPA,3,16
0.06,Jucundus,Wheat Ale,3,16
0.08,Habitus,American Double / Imperial IPA,3,16
0.063,Grazias,Cream Ale,3,16
0.058,Claritas,Kölsch,3,16
0.083,Vinyl Frontier,American Double / Imperial IPA,65,24
0.08,Disco Superfly,American IPA,65,24
0.075,Misty Mountain Hop,American IPA,65,24
0.075,One-Hit Wonderful,Belgian IPA,65,24
0.065,En Parfaite Harmonie,Saison / Farmhouse Ale,65,24
0.043,Daft Funk,Berliner Weissbier,65,24
0.075,Love In An Ellavator,American IPA,65,24
0.053,Spin Doctor,American Pale Ale (APA),65,24
0.05,Keeper (Current),American Pilsner,363,12
0.068,Better Half,American IPA,363,12
0.048,SNO White Ale,Witbier,440,16
0.048,BRIK Irish Red Ale,Irish Red Ale,440,16
,AXL Pale Ale,American Pale Ale (APA),440,16
0.087,Hop Freak,American Double / Imperial IPA,284,16
0.051,Louie's Demise Amber Ale,American Amber / Red Ale,284,16
0.075,Hop Happy,American IPA,284,16
0.065,Booyah Farmhouse Ale,Saison / Farmhouse Ale,284,16
0.092,O-Gii,Witbier,284,16
0.048,Flaming Damsel Lager (2010),Vienna Lager,284,16
0.051,Louie’s Demise Immort-Ale (2010),American Amber / Red Ale,284,16
0.099,Axe Head Malt Liquor,American Malt Liquor,134,24
0.054,Huber Bock (2014),Bock,134,16
0.04,Minhas Light (2012),Light Lager,134,12
0.05,Huber,American Pale Lager,134,12
0.062,Clear Creek Ice,American Pale Lager,134,16
0.062,Clear Creek Ice,American Pale Lager,134,12
0.055,Mountain Crest,American Pale Lager,134,16
0.055,Mountain Crest,American Pale Lager,134,12
0.055,Mountain Creek (2013),American Pale Lager,134,12
0.05,Boxer,American Adjunct Lager,134,24
0.042,Boxer Light,Light Lager,134,12
0.055,Boxer Ice,American Adjunct Lager,134,12
0.05,Boxer,American Adjunct Lager,134,12
0.05,Cortez Gold,Belgian Pale Ale,98,32
0.068,Mission IPA,American IPA,98,32
0.048,El Conquistador Extra Pale Ale,American Pale Ale (APA),98,32
0.092,Shipwrecked Double IPA,American Double / Imperial IPA,98,32
0.04,Squeaky Bike Nut Brown Ale,American Brown Ale,399,16
0.04,Dead Horse Amber,American Pale Wheat Ale,399,16
0.04,Rocket Bike American Lager,California Common / Steam Beer,399,16
0.04,Johnny's American IPA,American IPA,399,16
0.055,Boneshaker Brown Ale,English Brown Ale,547,24
0.056,Iron Mike Pale Ale,American Pale Ale (APA),547,24
0.042,Monkadelic,American Pale Ale (APA),189,12
0.075,City of the Sun,American IPA,209,16
0.068,Booming Rollers,American IPA,209,16
0.052,Oneida,American Pale Ale (APA),209,16
0.067,Aurora ,American Amber / Red Ale,209,16
0.055,Lomaland,Saison / Farmhouse Ale,209,16
0.047,Fortunate Islands,American Pale Wheat Ale,209,16
0.058,Black House,American Stout,209,16
0.065,Blazing World,American Amber / Red Ale,209,16
0.05,Wapiti Amber Ale,American Amber / Red Ale,549,12
0.054,Sweet Georgia Brown,American Brown Ale,514,16
0.087,Rich Man's IIPA,American Double / Imperial IPA,514,16
0.058,Monkey Paw Oatmeal Pale Ale,American Pale Ale (APA),514,16
0.056,Montauk Summer Ale,American Blonde Ale,276,12
0.06,Driftwood Ale,Extra Special / Strong Bitter (ESB),276,12
0.056,When Helles Freezes Over,Munich Helles Lager,326,12
0.049,Morgan Street Oktoberfest,Märzen / Oktoberfest,326,12
0.047,Honey Wheat,American Pale Wheat Ale,326,12
0.046,Black Bear Dark Lager,Schwarzbier,326,12
0.05,Golden Pilsner,German Pilsener,326,12
0.052,Cali Creamin',Cream Ale,111,12
0.05,Second Wind Pale Ale,American Pale Ale (APA),540,12
0.05,Sunny Haze,Hefeweizen,540,12
0.052,Towhead,American Blonde Ale,188,12
0.07,Lil' Helper,American IPA,188,12
0.082,Train Wreck,American Amber / Red Ale,260,16
0.085,Full Moon Belgian White Ale,Witbier,507,12
0.072,Desert Magic IPA,American IPA,507,12
0.042,Up River Light,Light Lager,507,12
0.085,Full Moon Belgian White Ale (2007),Witbier,507,12
0.055,Dry Heat Hefeweizen (2006),Hefeweizen,507,12
0.05,Mustang Sixty-Six,American Amber / Red Lager,366,12
0.04,Mustang '33,American Pale Lager,366,12
0.04,Session '33 (2011),American Pale Lager,366,12
0.053,Mustang Golden Ale,American Blonde Ale,366,12
0.053,Washita Wheat,American Pale Wheat Ale,366,12
0.037,Gansett Light,Light Lager,143,16
0.052,Bohemian Pils,American Pilsner,143,16
0.053,Autocrat Coffee Milk Stout,Milk / Sweet Stout,143,16
0.086,Narragansett Bohemian Pilsner,German Pilsener,143,16
0.042,Narragansett Summer Ale,American Pale Wheat Ale,143,12
0.05,Narragansett Cream Ale,Cream Ale,143,16
0.042,Narragansett Summer Ale,American Pale Wheat Ale,143,16
0.07,Narragansett Porter,American Porter,143,16
0.065,Narragansett Bock,Bock,143,16
0.055,Narragansett Fest Lager,Märzen / Oktoberfest,143,16
0.053,Undun Blonde Ale,American Blonde Ale,387,16
0.074,CuDa Cascadian Dark Ale,American Black Ale,387,16
0.085,Old Grogham Imperial India Pale Ale,American Double / Imperial IPA,387,16
0.085,Old Grogham Imperial India Pale Ale (2012),American Double / Imperial IPA,387,16
0.074,CuDa Cascadian Dark Ale (2012),American Black Ale,387,16
0.053,Undun Blonde Ale (2012),American Blonde Ale,387,16
0.061,Wick For Brains,Pumpkin Ale,337,12
0.065,Nebraska India Pale Ale,American IPA,337,12
0.048,EOS Hefeweizen,Hefeweizen,337,12
0.048,Brunette Nut Brown Ale,English Brown Ale,337,12
0.057,Cardinal Pale Ale,American Pale Ale (APA),337,12
0.066,County Line IPA,American IPA,325,12
0.048,Trauger Pilsner,German Pilsener,325,12
0.045,Slow Ride,American IPA,82,12
0.065,Ranger IPA,American IPA,82,12
0.05,Shift,American Pale Lager,82,12
0.056,1554 Black Lager,Euro Dark Lager,82,12
0.048,Blue Paddle,Czech Pilsener,82,12
0.055,California Route,American Amber / Red Lager,82,12
0.052,Snapshot,American Pale Wheat Ale,82,16
0.048,Sunshine Wheat Beer,American Pale Wheat Ale,82,12
0.052,Fat Tire Amber Ale,American Amber / Red Ale,82,12
0.05,Shift (1),American Pale Lager,82,12
0.052,Fat Tire Amber Ale (2011),American Amber / Red Ale,82,12
0.05,Shift,American Pale Lager,82,16
0.065,Ranger IPA,American IPA,82,16
0.052,Fat Tire Amber Ale,American Amber / Red Ale,82,16
0.065,Ranger IPA (Current),American IPA,82,12
0.048,Sunshine Wheat Beer (2009),American Pale Wheat Ale,82,12
0.052,Fat Tire Amber Ale (2008),American Amber / Red Ale,82,12
0.034,Weiss Trash Culture,Berliner Weissbier,410,12
0.062,Sea Hag IPA,American IPA,410,12
0.05,Elm City Pilsner,American Pilsner,410,12
0.05,Atlantic Amber Ale (2004),American Amber / Red Ale,410,12
0.09,668 Neighbor of the Beast12 oz.,Belgian Pale Ale,410,12
0.088,Gandhi-Bot Double IPA (12 oz.),American Double / Imperial IPA,410,12
0.09,668 Neighbor of the Beast (16 oz.) (2010),Belgian Pale Ale,410,16
0.088,Gandhi-Bot Double IPA (16 oz.) (2010),American Double / Imperial IPA,410,16
0.05,Elm City Lager (2007),American Pilsner,410,12
0.05,Atlantic Amber Ale (2007),American Amber / Red Ale,410,12
0.062,Sea Hag IPA (Current),American IPA,410,12
0.05,Rebirth Pale Ale,American Pale Ale (APA),174,12
0.068,Irish Channel Stout,American Stout,174,16
0.088,MechaHopzilla,American Double / Imperial IPA,174,16
0.065,Hopitoulas IPA,American IPA,174,16
0.039,NOLA Brown Ale,English Dark Mild Ale,174,12
0.049,NOLA Blonde Ale,American Blonde Ale,174,12
0.056,Skylight,Dunkelweizen,241,12
0.056,Kadigan,American Blonde Ale,241,12
0.052,Dammit Jim!,American Amber / Red Ale,241,12
0.054,Nut Brown Ale,English Brown Ale,518,12
0.046,White Ale,Witbier,518,12
0.042,Cream Ale,Cream Ale,238,12
0.072,Green Head IPA,American IPA,495,12
0.054,Plum Island Belgian White,Witbier,495,12
0.055,Newburyport Pale Ale,American Pale Ale (APA),495,12
0.055,Marblehead,American Amber / Red Ale,305,16
0.051,Jam Session,American Pale Ale (APA),359,16
0.072,Hop Drop 'N Roll IPA,American IPA,359,16
0.06,Paleo IPA,English India Pale Ale (IPA),431,12
0.061,Buck Snort Stout,American Stout,431,12
0.055,Station 33 Firehouse Red,Irish Red Ale,431,12
0.045,Slimy Pebble Pils,German Pilsener,431,12
0.045,Get Together,American IPA,0,16
0.049,Maggie's Leap,Milk / Sweet Stout,0,16
0.048,Wall's End,English Brown Ale,0,16
0.06,Pumpion,Pumpkin Ale,0,16
0.06,Stronghold,American Porter,0,16
0.056,Parapet ESB,Extra Special / Strong Bitter (ESB),0,16
0.069,Blue Boots IPA,American IPA,293,16
0.063,Hoppy Bitch IPA,American IPA,450,16
0.063,Three Skulls Ale Pale Ale,American Pale Ale (APA),450,16
0.045,Walter's Premium Pilsener Beer,German Pilsener,529,12
0.045,Floppin' Crappie,American Pale Wheat Ale,529,12
0.043,Left of the Dial IPA,American IPA,271,12
0.04,Notch Session Pils,Czech Pilsener,271,12
0.055,O'Fallon Pumpkin Beer,Pumpkin Ale,442,12
0.061,5 Day IPA,American IPA,442,12
0.051,O'Fallon Wheach,Fruit / Vegetable Beer,442,12
0.067,Watershed IPA,American IPA,150,12
0.054,Oakshire Amber Ale,American Amber / Red Ale,150,12
0.058,Overcast Espresso Stout,American Stout,150,12
0.067,Watershed IPA (2013),American IPA,150,12
0.082,Lake Monster,Baltic Porter,184,16
0.049,London Homesick Ale,English Bitter,184,12
0.048,Luchesa Lager,Keller Bier / Zwickel Bier,184,12
0.048,Slow Ride,American Pale Ale (APA),184,12
0.047,Occidental Hefeweizen,American Pale Wheat Ale,200,16
0.051,Occidental Dunkel,Dunkelweizen,200,16
0.05,Occidental Altbier,Altbier,200,16
0.045,Occidental Kölsch,Kölsch,200,16
0.092,Perpetual Darkness,Belgian Strong Dark Ale,148,12
0.087,Clan Warrior,Scotch Ale / Wee Heavy,148,12
0.054,Psycho Penguin Vanilla Porter,American Porter,148,12
0.047,Heliocentric Hefeweizen,Hefeweizen,148,12
0.051,Ghose Drifter Pale Ale,American Pale Ale (APA),148,12
0.051,Ghost Rider Pale Ale (2013),American Pale Ale (APA),148,12
0.047,Helios Hefeweizen (2013),Hefeweizen,148,12
0.095,The Hole in Hadrian's Wall,Scottish Ale,471,16
0.065,33 Select Brown Ale,American Brown Ale,471,16
0.06,Midwest Charm Farmhouse Ale,Saison / Farmhouse Ale,471,16
0.05,Boji Blue Pale Ale,American Pale Ale (APA),471,16
0.057,Winter Games Select #32 Stout,American Stout,471,16
0.05,Boji Beach Golden Rye Ale,Rye Beer,471,16
0.06,Hopsmith Pale Lager,American Pale Lager,301,16
0.065,Falling Down Brown Ale,American Brown Ale,301,16
0.068,Resolution Rye Stout,American Stout,301,16
