abv,name,style,brewery_id,ounces
0.056,Caldera Pale Ale (2005),American Pale Ale (APA),155,12
0.056,Caldera Pale Ale (2007),American Pale Ale (APA),155,12
0.056,Caldera Pale Ale (2011),American Pale Ale (APA),155,12
0.054,Ashland Amber Ale,American Amber / Red Ale,155,12
0.061,Caldera IPA,American IPA,155,12
0.05,Remain in Light,American Pilsner,178,12
0.065,Flower Child (2014),American IPA,178,12
,THP White (2006),Witbier,497,12
,THP Amber (2006),American Amber / Red Ale,497,12
,THP Light (2006),American Blonde Ale,497,12
,THP Dark (2006),English Dark Mild Ale,497,12
0.099,Imperial Pumpkin Stout,Pumpkin Ale,230,16
0.09,Dead-Eye DIPA,American Double / Imperial IPA,230,16
0.055,Fisherman's IPA,American IPA,230,12
0.054,Fisherman's Pils,German Pilsener,230,12
0.055,Fisherman's Brew,American Amber / Red Ale,230,12
0.055,Cape Cod Red,American Amber / Red Ale,267,16
0.049,Beach Blonde,American Blonde Ale,267,16
0.065,Dark Voyage Black IPA (2013),American Black Ale,192,12
0.052,Wisconsin Amber,Vienna Lager,192,12
0.046,Lake House,Munich Helles Lager,192,12
0.056,Ghost Ship White IPA,American IPA,192,12
0.046,Lake House,Munich Helles Lager,192,16
0.062,Mutiny IPA,American IPA,192,12
0.052,Wisconsin Amber (1998),Vienna Lager,192,12
0.042,Island Wheat,American Pale Wheat Ale,192,12
0.052,Wisconsin Amber (2013),Vienna Lager,192,12
0.05,U.S. Pale Ale,American Pale Ale (APA),192,12
,Supper Club Lager,American Pale Lager,192,12
0.04,Carolina Lighthouse (2007),American Blonde Ale,504,12
0.05,Carolina Blonde (2006),American Blonde Ale,504,12
0.035,Carolina Blonde Light (2005),American Blonde Ale,504,12
0.059,Santa's Secret,Winter Warmer,179,16
0.057,Flagship IPA,English India Pale Ale (IPA),179,12
0.051,Sky Blue Golden Ale,Kölsch,179,12
0.099,Epitome,American Black Ale,222,16
0.039,Monkey Chased the Weasel,Berliner Weissbier,222,16
0.078,077XX,American Double / Imperial IPA,222,16
0.042,Boat Beer,American IPA,222,12
0.069,Granny Smith Hard Apple Cider,Cider,404,16
0.069,Dry Hard Apple Cider,Cider,404,16
0.056,Farmer Ted's Cream Ale,Cream Ale,331,12
0.052,Firewater India Pale Ale,American IPA,331,12
0.047,White Zombie Ale,Witbier,331,12
0.07,King Winterbolt Winter Ale,Winter Warmer,331,12
0.047,White Zombie Ale,Witbier,331,12
0.052,Firewater India Pale Ale,American IPA,331,12
0.056,Farmer Ted's Farmhouse Cream Ale,Cream Ale,331,12
0.048,Whitecap Wit,Witbier,285,16
0.078,Seiche Scottish Ale,Scottish Ale,285,16
0.058,Peanut Butter Jelly Time,American Brown Ale,96,12
0.054,King Coconut,American Porter,96,12
0.085,Gone A-Rye,American Double / Imperial IPA,29,16
0.5,Special Release,IPA,29,16
0.068,Dankosaurus,American IPA,29,16
0.051,Scruffy's Smoked Alt,Smoked Beer,29,16
0.051,Elliott's Phoned Home Pale Ale,American Pale Ale (APA),29,16
0.05,The Lawn Ranger,Cream Ale,29,16
0.05,All American Blonde Ale,American Blonde Ale,452,12
0.05,All American Red Ale,American Amber / Red Ale,452,12
0.05,Main St. Virginia Ale,Altbier,122,12
0.045,Chin Music Amber Lager,American Amber / Red Lager,122,12
0.05,Main St. Virginia Ale,Altbier,122,12
0.052,Ray Ray’s Pale Ale,American Pale Ale (APA),122,12
0.051,Chai Ale,Herbed / Spiced Beer,350,16
0.072,Lucky Day IPA,American IPA,350,16
0.095,Terrace Hill Double IPA,American Double / Imperial IPA,350,16
0.075,Catch 23,American Black Ale,350,16
0.07,Stickin' In My Rye,Rye Beer,236,24
0.06,Black Me Stout,American Stout,236,12
0.05,Killer Kolsch,Kölsch,236,12
0.07,Missile IPA,American IPA,236,12
0.045,Enlighten,Kölsch,250,16
0.065,Ale Cider,Fruit / Vegetable Beer,250,16
0.055,Pail Ale,American Pale Ale (APA),250,16
0.045,Englishman,English Brown Ale,250,16
0.08,8 Barrel,American Strong Ale,226,16
0.055,Oktoberfest,Märzen / Oktoberfest,226,16
0.057,IPA #11,American IPA,121,16
0.057,Blood Orange Honey,Fruit / Vegetable Beer,121,16
0.052,Lighthouse Amber,Altbier,121,16
0.089,Bay of Bengal Double IPA (2014),American Double / Imperial IPA,99,12
0.049,Churchkey Pilsner Style Beer,American Pilsner,526,12
0.05,First Press,Cider,425,12
0.05,Magic Apple,Cider,425,12
0.055,Cubano Espresso,Bock,141,12
0.062,Operation Homefront,American IPA,141,12
0.082,Wandering Pelican,American Black Ale,141,12
0.055,Sugar Plum,American Brown Ale,141,12
0.055,Oktoberfest,Märzen / Oktoberfest,141,12
0.06,Puppy's Breath Porter,American Porter,141,12
0.045,Happening Now,American IPA,141,12
0.07,Hopped on the High Seas (Hop #529),American IPA,141,12
0.07,Hopped on the High Seas (Calypso),American IPA,141,12
0.063,Wiregrass Post-Prohibition Ale,American Pale Ale (APA),141,12
0.07,Dry-Hopped On The High Seas Caribbean-Style IPA,American IPA,141,12
0.07,Hopped on the High Seas (Citra),American IPA,141,12
0.07,Hopped on the High Seas (Ahtanum),American IPA,141,12
0.055,Gwar Beer,American Pale Ale (APA),141,12
0.052,Tropical Heatwave,American Pale Wheat Ale,141,16
0.075,Humidor Series India Pale Ale,American IPA,141,12
0.075,Jai Alai IPA Aged on White Oak,American IPA,141,12
0.08,José Martí American Porter,American Porter,141,12
0.05,Invasion Pale Ale,American Pale Ale (APA),141,12
0.055,Maduro Brown Ale,English Brown Ale,141,12
0.055,Maduro Brown Ale,American Brown Ale,141,12
0.05,Hotter Than Helles Lager,Munich Helles Lager,141,12
0.072,Tocobaga Red Ale,American Amber / Red Ale,141,12
0.075,Jai Alai IPA,American IPA,141,12
0.05,Florida Cracker Belgian Wit,Witbier,141,12
0.048,Shark Tracker Light lager,Light Lager,145,12
0.06,Pumple Drumkin,Pumpkin Ale,145,12
0.045,Grey Lady,Witbier,145,12
0.062,Summer of Lager,Munich Helles Lager,145,12
0.065,Indie Pale Ale,American IPA,145,12
0.038,Sankaty Light Lager,Light Lager,145,12
0.056,Whale's Tale Pale Ale,English Pale Ale,145,12
0.067,Jacaranada Rye IPA,American IPA,320,16
0.06,Cascadian Dark Ale,American Black Ale,418,12
0.044,Wheat the People,American Pale Wheat Ale,418,16
0.047,Tybee Island Blonde,American Blonde Ale,415,12
0.062,Savannah Brown Ale,American Brown Ale,415,12
0.046,Rhode Island Blueberry,Kölsch,101,12
0.065,Newport Storm IPA,American IPA,101,12
0.052,Hurricane Amber Ale (2004),American Amber / Red Ale,101,12
0.052,Hurricane Amber Ale,American Amber / Red Ale,101,12
0.058,Big Blue Van,Fruit / Vegetable Beer,232,16
0.068,Des Moines IPA,American IPA,482,16
0.048,Capital Gold Golden Lager,German Pilsener,482,16
0.056,Farmer John's Multi-Grain Ale,American Blonde Ale,482,16
0.05,Behemoth,American Pilsner,139,12
0.052,Arkansas Red,American Amber / Red Ale,139,12
0.057,Core Oatmeal Stout,Oatmeal Stout,139,12
0.061,Core ESB,Extra Special / Strong Bitter (ESB),139,12
0.038,Chester's Beer (2005),American Pale Lager,512,12
0.05,Heiner Brau Kölsch,Kölsch,553,12
0.048,Trigger Blonde Ale,American Blonde Ale,515,16
0.075,Crabtree Oatmeal Stout,Oatmeal Stout,515,16
0.077,Eclipse Black IPA,American Black Ale,515,16
0.06,Neomexicanus Native,American Pale Ale (APA),63,12
0.075,Old Soul,Belgian Strong Pale Ale,63,12
0.059,Snowcat Coffee Stout,American Stout,63,12
,WinterWonderGrass Festival Ale,American Amber / Red Ale,63,12
,Boohai Red Ale,American Amber / Red Ale,63,12
0.052,Lava Lake Wit,Witbier,63,12
0.06,Mountain Livin' Pale Ale,American Pale Ale (APA),63,12
0.052,Crazy Mountain Amber Ale,American Amber / Red Ale,63,12
0.065,Tropicalia,American IPA,247,12
0.045,Athena,Berliner Weissbier,247,12
0.049,Aviator Raspberry Blonde,American Blonde Ale,169,12
0.055,3 Picket Porter,American Porter,169,12
0.056,Rusty Nail Pale Ale,American Pale Ale (APA),169,12
0.065,Red Water Irish Style Red,American Amber / Red Ale,212,12
0.066,Mjöllnir,Herbed / Spiced Beer,212,12
0.055,Bear Butte Nut Brown Ale,American Brown Ale,212,12
0.045,Easy Livin' Summer Ale,American Blonde Ale,212,12
0.055,Canyon Cream Ale,Cream Ale,212,12
0.069,Pile O'Dirt Porter,American Porter,212,12
0.06,11th Hour IPA,American IPA,212,12
0.06,South Ridge Amber Ale,American Amber / Red Ale,472,16
0.052,Summertime Ale,Kölsch,472,16
0.049,Lost River Blonde Ale,American Blonde Ale,315,16
0.054,Monon Wheat,Witbier,315,16
0.08,Floyd's Folly,Scottish Ale,315,16
0.063,Half Court IPA,American IPA,315,16
0.045,Geary's Pale Ale,English Pale Ale,323,12
0.06,Geary's Summer Ale,Kölsch,323,12
0.08,Stone of Arbroath,Scotch Ale / Wee Heavy,227,12
0.05,The Tradition,American Blonde Ale,227,12
0.053,El Hefe Speaks,Hefeweizen,227,12
0.055,Penn Quarter Porter,American Porter,227,12
0.092,On the Wings of Armageddon,American Double / Imperial IPA,227,12
0.065,The Corruption,American IPA,227,12
0.07,The Citizen,Belgian Pale Ale,227,12
0.06,The Public,American Pale Ale (APA),227,12
0.065,Dank IPA,American IPA,451,16
0.065,Dank IPA (2012),American IPA,451,16
0.072,Lift Off IPA,American IPA,358,16
0.055,BrewFarm Select Golden Lager,American Pale Lager,554,12
0.05,Sprocket Blonde Ale (2006),American Blonde Ale,333,12
0.05,Sprocket Pale Ale (2006),American Pale Ale (APA),333,12
0.063,Dead Armadillo Amber Ale,American Amber / Red Ale,330,12
0.06,Neato Bandito,Euro Pale Lager,127,12
0.075,Oak Cliff Coffee Ale,American Brown Ale,127,12
0.085,Dream Crusher Double IPA,American Double / Imperial IPA,127,12
0.06,Deep Ellum Pale Ale,American Pale Ale (APA),127,12
0.07,Double Brown Stout,Baltic Porter,127,12
0.048,Farmhouse Wit,Saison / Farmhouse Ale,127,16
0.046,Rye Pils Session Lager,German Pilsener,127,12
0.052,Dallas Blonde,American Blonde Ale,127,12
0.07,Deep Ellum IPA,American IPA,127,12
0.045,Thrasher Session India Pale Ale,American IPA,283,12
0.05,Gutch English Style Mild Ale,English Pale Mild Ale,283,12
0.059,Chuli Stout,Irish Dry Stout,453,12
0.056,Mother Ale,American Blonde Ale,453,12
0.065,Twister Creek India Pale Ale,American IPA,453,12
0.058,Single Engine Red,Irish Red Ale,453,12
0.07,Incredible Pedal IPA,American IPA,263,12
0.05,Graham Cracker Porter,American Porter,263,12
0.05,Mirror Pond Pale Ale,American Pale Ale (APA),454,12
0.052,Weissenheimer,Hefeweizen,57,12
0.049,Abbey's Single (2015- ),Abbey Single Ale,57,12
0.063,Vertex IPA,American IPA,57,12
0.05,Here Gose Nothin',Gose,57,12
0.05,Strawberry Blonde,Fruit / Vegetable Beer,57,12
0.096,Hoperation Overload,American Double / Imperial IPA,57,12
0.049,Abbey's Single Ale (Current),Abbey Single Ale,57,12
0.044,Bravo Four Point,American Pale Ale (APA),237,12
0.052,Striped Bass Pale Ale,American Pale Ale (APA),237,12
0.054,Deadicated Amber,American Amber / Red Ale,491,16
,Kaleidoscope Collaboration 2012,American Black Ale,491,16
0.071,California Sunshine Rye IPA,American IPA,491,16
0.074,Full Boar Scotch Ale,Scotch Ale / Wee Heavy,491,16
0.045,12 Man Pale Ale,American Pale Ale (APA),319,12
0.065,Filthy Hoppin' IPA,American IPA,311,16
,Dock Street Amber Beer (1992),American Amber / Red Ale,488,12
,Dolores River Hefeweizen,Hefeweizen,531,16
,Dolores River ESB,Extra Special / Strong Bitter (ESB),531,16
,Snaggletooth Double Pale Ale,American Double / Imperial IPA,531,16
,Dolores River Pale Ale,American Pale Ale (APA),531,16
,Dolores River Dry Stout,Irish Dry Stout,531,16
,Dolores River Mild,English Dark Mild Ale,531,16
0.049,Cranberry Blend,Cider,446,12
0.051,Orignal Blend,Cider,446,12
0.066,Hop Abomination,American IPA,496,12
0.051,Apricot Blonde,Fruit / Vegetable Beer,496,12
0.043,Dry Dock Hefeweizen,Hefeweizen,496,12
0.058,Dry Dock Amber Ale,American Amber / Red Ale,496,12
0.061,Category 3 IPA,American IPA,340,12
0.045,Dundee Summer Wheat Beer,American Pale Wheat Ale,538,12
0.05,Pumpkin Patch Ale,Pumpkin Ale,369,16
0.078,Crank Yanker IPA,American IPA,369,16
0.06,River Runners Pale Ale,American Pale Ale (APA),369,16
0.05,Pumpkin Patch Ale (2012),Pumpkin Ale,369,16
0.055,Mountain Fairy Raspberry Wheat,Fruit / Vegetable Beer,369,16
0.045,Boater Beer,German Pilsener,369,16
0.078,Crank Yanker IPA (2011),American IPA,369,16
0.057,Bleeding Buckeye Red Ale,Extra Special / Strong Bitter (ESB),352,16
0.049,Dottie Seattle Lager,American Amber / Red Lager,516,16
0.07,Nut Sack Imperial Brown Ale,American Brown Ale,465,12
0.05,Underachiever,American Adjunct Lager,473,16
0.052,Lil' Brainless Raspberries,Fruit / Vegetable Beer,81,12
0.052,Element 29,American Pale Ale (APA),81,12
0.05,Hop Syndrome,American Pale Lager,81,12
0.062,Escape to Colorado,American IPA,81,12
0.043,Little Sister India Style Session Ale,American IPA,170,12
0.062,Country Boy IPA,American IPA,170,12
0.049,Blonde Czich,American Blonde Ale,26,16
0.07,White Reaper,Belgian IPA,26,16
0.051,Bobblehead,American Pale Wheat Ale,26,16
0.052,Lucky Dog,American Pale Ale (APA),26,16
0.048,Voodoo,American Porter,26,16
0.054,General George Patton Pilsner,Czech Pilsener,26,16
0.04,Nomader Weiss,Berliner Weissbier,173,12
0.085,Molotov Lite,American Double / Imperial IPA,173,16
0.055,Hipster Ale (Two Roads Brewing),American Pale Ale (APA),173,12
0.027,Bikini Beer,American IPA,173,12
0.055,Hipster Ale (Westbrook Brewing),American Pale Ale (APA),173,12
0.05,Iron Horse Pale Ale,American Pale Ale (APA),335,12
0.045,Stone's Throw IPA,Scottish Ale,335,12
0.067,Wood Chipper India Pale Ale,American IPA,335,12
0.063,Trail Head,American Pale Ale (APA),224,12
0.07,Hop Stalker Fresh Hop IPA,American IPA,224,16
0.07,Sudice American Stout,American Stout,405,16
0.05,Parcae Belgian Style Pale Ale,Belgian Pale Ale,405,16
0.05,Norns Roggenbier,Roggenbier,405,16
0.05,Laimas Kölsch Style Ale,Kölsch,405,16
0.07,Moirai India Pale Ale,American IPA,405,16
0.075,Loki Red Ale,American Amber / Red Ale,201,16
0.046,Peaches & Cream,Fruit / Vegetable Beer,201,16
0.051,Quaff India Style Session Ale,American IPA,201,16
0.075,Loki Red Ale (2013),American Amber / Red Ale,201,16
0.069,Mjolnir Imperial IPA,American Double / Imperial IPA,201,16
0.05,Fearless Scottish Ale,Scottish Ale,201,16
0.081,Mastermind,American Double / Imperial IPA,172,12
0.082,Hyzer Flip,American Double / Imperial IPA,172,16
0.082,Second Fiddle,American Double / Imperial IPA,172,16
0.055,Hodad Porter,American Porter,172,16
0.045,Weiss Weiss Baby,Kristalweizen,36,12
0.055,Czech Yo Self,Czech Pilsener,36,12
0.048,FMB 101,Kölsch,36,12
0.09,Hardcore Chimera,American Double / Imperial IPA,256,16
0.08,Sobek & Set,American Black Ale,256,16
0.086,Nuclear Winter,Belgian Strong Dark Ale,256,16
0.05,Wet Hot American Wheat Ale,American Pale Wheat Ale,256,16
0.053,Secret Stache Stout,American Stout,256,16
0.08,Fascist Pig Ale,American Amber / Red Ale,256,16
0.055,Cut Throat Pale Ale,American Pale Ale (APA),256,16
0.075,Threadless IPA,American IPA,256,16
0.055,Cut Throat Pale Ale (2011),American Pale Ale (APA),256,16
0.047,Golden Wing Blonde Ale,American Blonde Ale,256,16
0.045,Easy Jack,American IPA,48,12
0.075,Union Jack,American IPA,48,12
0.053,Pivo Pils,German Pilsener,48,12
0.047,805 Blonde Ale,American Blonde Ale,48,12
0.047,805,American Blonde Ale,48,12
0.065,Deflator,Doppelbock,16,16
0.05,Hinchtown Hammer Down,American Blonde Ale,16,16
0.06,Half Cycle IPA,American IPA,16,16
,Inclined Plane Ale,American IPA,532,12
0.055,Moped Traveler,American Pale Ale (APA),54,16
0.071,Snake Dog IPA,American IPA,521,12
0.047,Underdog Atlantic Lager,American Pale Lager,521,12
0.04,Flying Mouse 8,American Porter,50,12
0.07,Flying Mouse 4,American IPA,50,12
0.078,La Ferme Urbaine Farmhouse Ale,Saison / Farmhouse Ale,279,12
0.06,Backyahd IPA,American IPA,279,12
0.065,Raincloud Robust Porter,American Porter,279,12
0.045,Barstool American Golden Ale,American Blonde Ale,279,12
0.05,What the Butler Saw,Witbier,217,12
0.069,1916 Shore Shiver,American IPA,217,12
0.052,Quick WIT,Belgian Pale Ale,206,12
0.062,The Optimist,American IPA,206,12
0.045,Suicide Squeeze IPA,American IPA,206,16
0.065,Java the Hop,American IPA,206,16
0.062,Next Adventure Black IPA,American Black Ale,206,16
0.067,3-Way IPA (2013),American IPA,206,16
0.058,Tender Loving Empire NWPA,American Pale Ale (APA),206,16
0.052,Quick Wit Belgianesque Ale,Witbier,206,16
0.055,Sunrise Oatmeal Pale Ale,American Pale Ale (APA),206,16
0.088,Cavatica Stout,American Double / Imperial Stout,206,16
0.051,1811 Lager,American Amber / Red Lager,206,16
0.074,Vortex IPA,American IPA,206,16
,Fort Pitt Ale,American Amber / Red Ale,151,12
0.047,Park,American Pale Wheat Ale,4,12
0.056,Westfalia,American Amber / Red Ale,4,12
0.046,KSA,Kölsch,4,12
0.063,Villager,American IPA,4,12
0.085,Dirty Bastard,Scotch Ale / Wee Heavy,15,12
0.072,Centennial IPA,American IPA,15,12
0.047,All Day IPA,American IPA,15,12
0.076,El Chingon IPA,American IPA,287,12
0.057,Block Party Robust Porter,American Porter,287,12
0.052,Local Buzz,American Blonde Ale,287,12
0.055,Feel Like Maplin' Love,Oatmeal Stout,22,16
0.05,Father's Beer,Belgian Pale Ale,22,16
0.06,The 26th,American IPA,22,16
0.064,The Gadget,American IPA,22,16
0.04,Leprechaun Lager,American Pale Lager,348,12
0.052,Sunbru Kölsch,Kölsch,160,12
0.06,Kilt Lifter Scottish-Style Ale,,160,12
0.051,Pumpkin Porter,American Porter,160,12
0.042,Four Peaks Peach Ale,Fruit / Vegetable Beer,160,12
0.067,Hop Knot IPA,American IPA,160,12
0.06,Kilt Lifter Scottish-Style Ale (2009),Scottish Ale,160,12
0.052,Sunbru Kölsch,Kölsch,160,12
0.06,Four String Vanilla Porter,American Porter,105,12
0.05,Suncaster Summer Wheat,American Pale Wheat Ale,105,12
0.057,Brass Knuckle Pale Ale,American Pale Ale (APA),105,12
0.07,Big Star White IPA,American White IPA,105,12
0.056,Old Detroit,American Amber / Red Ale,253,12
0.069,Batch 69 IPA,American IPA,253,12
0.055,Twisted Helles Summer Lager,Munich Helles Lager,253,12
0.053,OktoberFiesta,,66,12
0.065,Texicali ,American Brown Ale,66,12
0.06,Pinata Protest,Witbier,66,12
0.042,Bat Outta Helles,Munich Helles Lager,66,12
0.068,Original,American Amber / Red Ale,66,12
0.042,Rye Wit,Witbier,66,12
0.059,Soul Doubt,American IPA,66,12
0.044,Yo Soy Un Berliner,Berliner Weissbier,66,12
0.04,77 Fremont Select Spring Session IPA,American IPA,460,12
0.045,Fremont Organic Pale Ale,American Pale Ale (APA),460,12
0.08,Abominable Ale,English Strong Ale,460,12
0.065,Harvest Ale,Saison / Farmhouse Ale,460,12
0.065,Fremont Summer Ale,American Pale Ale (APA),460,12
0.056,Universale Pale Ale,American Pale Ale (APA),460,12
0.065,Interurban IPA,American IPA,460,12
0.053,Gateway Kolsch Style Ale,Kölsch,433,12
0.07,Wee-Heavy-Er Scotch Ale,Scotch Ale / Wee Heavy,433,12
0.052,13 Rebels ESB,Extra Special / Strong Bitter (ESB),433,12
0.07,Salamander Slam,American IPA,180,16
0.05,Cack-A-Lacky,American Pale Ale (APA),347,12
0.072,No Wake IPA,American IPA,228,12
0.049,Boathouse Blonde,American Blonde Ale,228,12
0.05,Cedar Point,American Amber / Red Ale,228,12
0.067,Clean Shave IPA,American IPA,106,12
0.072,Might As Well IPL,American Pale Lager,240,16
0.058,Saison Pamplemousse,Saison / Farmhouse Ale,240,12
0.074,2020 IPA,American IPA,240,16
0.08,Wolf Among Weeds IPA,American IPA,240,16
0.094,Better Weather IPA,American IPA,240,16
0.059,Point the Way IPA,American IPA,240,16
0.046,Golden Road Hefeweizen,Hefeweizen,240,16
0.068,Heal the Bay IPA,American IPA,240,16
0.059,Point the Way IPA,American IPA,240,12
0.05,Cabrillo Kölsch,Kölsch,240,16
0.055,Get Up Offa That Brown,American Brown Ale,240,16
0.08,Burning Bush Smoked IPA,American IPA,240,16
0.08,Wolf Among Weeds IPA (2012),American IPA,240,16
0.059,Point the Way IPA (2012),American IPA,240,16
0.046,Golden Road Hefeweizen (2012),Hefeweizen,240,16
0.07,Vanilla Porter,American Porter,39,16
0.07,Descender IPA,American IPA,464,12
0.06,Sweet As Pacific Ale,American Pale Wheat Ale,464,12
0.056,Good People Pale Ale,American Pale Ale (APA),478,12
0.093,Snake Handler Double IPA,American Double / Imperial IPA,478,12
0.06,Coffee Oatmeal Stout,Oatmeal Stout,478,12
0.06,Good People IPA,American IPA,478,12
0.058,Good People American Brown Ale,American Brown Ale,478,12
0.055,Mountain Rescue Pale Ale,American Pale Ale (APA),194,12
0.059,Goose Island India Pale Ale,American IPA,196,12
0.054,312 Urban Pale Ale,American Pale Ale (APA),88,16
0.054,312 Urban Pale Ale,American Pale Ale (APA),88,12
0.042,312 Urban Wheat Ale,American Pale Wheat Ale,88,16
0.042,312 Urban Wheat Ale,American Pale Wheat Ale,88,12
0.042,312 Urban Wheat Ale (2012),American Pale Wheat Ale,88,12
0.052,Beaver Logger,American Pale Lager,420,12
0.05,White Water Wheat,American Pale Wheat Ale,536,12
0.052,Grand Canyon American Pilsner,American Pilsner,536,12
0.054,Grand Canyon Sunset Amber Ale,American Amber / Red Ale,536,12
,Black Iron India Pale Ale,American IPA,536,12
0.043,Monarch Classic American Wheat,American Pale Wheat Ale,213,12
0.049,Sir William's English Brown Ale,English Brown Ale,213,12
0.055,Lakefire Rye Pale Ale,American Pale Ale (APA),213,12
0.053,Beer Agent Re-Ignition,American Blonde Ale,165,16
0.057,Cherry Ale,Fruit / Vegetable Beer,165,16
0.056,Bourbon Barrel Aged Coconut Porter,American Porter,165,16
0.062,Great Crescent IPA,American IPA,165,16
0.057,Aurora Lager,Dortmunder / Export Lager,165,16
0.053,Great Crescent Blonde Ale,American Blonde Ale,165,16
0.056,Great Crescent Coconut Porter,American Porter,165,16
0.057,Great Crescent Oktoberfest Lager,Märzen / Oktoberfest,165,16
0.045,Great Crescent Brown Ale,American Brown Ale,165,16
0.057,Cherry Ale (1),Fruit / Vegetable Beer,165,16
0.057,Aurora Lager (2011),Dortmunder / Export Lager,165,16
0.06,Frosted Fields Winter Wheat,American Dark Wheat Ale,165,16
0.051,Great Crescent Belgian Style Wit,Witbier,165,16
0.075,Bourbon's Barrel Stout,American Stout,165,16
0.08,Great Crescent Stout,English Stout,165,16
0.056,Great Crescent Coconut Porter (2012),American Porter,165,16
0.057,Great Crescent Dark Lager,Euro Dark Lager,165,16
0.042,Great Crescent Mild Ale,English Dark Mild Ale,165,16
0.062,Great Crescent IPA (2011),American IPA,165,16
0.053,Great Crescent Blonde Ale (2011),American Blonde Ale,165,16
0.05,Denver Pale Ale (Artist Series No. 1),American Pale Ale (APA),6,12
0.087,Hibernation Ale,Old Ale,6,12
0.061,Whitewater,American Pale Wheat Ale,6,12
0.071,Rumble,American IPA,6,12
0.083,Orabelle,Tripel,6,12
0.05,Lasso,American IPA,6,12
0.095,Yeti  Imperial Stout,Russian Imperial Stout,6,12
0.073,Colette,Saison / Farmhouse Ale,6,12
0.071,Titan IPA,American IPA,6,12
0.045,Black Star Double Hopped Golden Lager (24 oz.),American Pale Lager,543,24
0.045,Black Star Double Hopped Golden Lager (12 oz.),American Pale Lager,543,12
0.052,Commotion APA,American Pale Ale (APA),269,12
0.052,Southern Drawl Pale Lager,American Pale Lager,269,12
0.05,Chickawawa Lemonale,Fruit / Vegetable Beer,365,12
0.07,Barrel Aged Farmer,American Brown Ale,365,16
0.048,Great River Golden Ale,American Blonde Ale,365,12
0.048,Dirty Blonde Chocolate Ale,American Blonde Ale,365,12
0.048,Dos Pistolas,Vienna Lager,365,12
0.05,Owney Irish Style Red Ale,Irish Red Ale,365,16
0.06,Aaah Bock Lager,Vienna Lager,365,16
0.055,Widespread Wit,Witbier,365,16
0.054,Roller Dam Red Ale,Irish Red Ale,365,16
0.053,483 Pale Ale,American Pale Ale (APA),365,16
0.09,Hop A Potamus Double Dark Rye Pale Ale,Rye Beer,365,16
0.07,Farmer Brown Ale,American Brown Ale,365,16
0.07,Big Cock IPA,American IPA,365,16
0.059,Oktoberfest,Märzen / Oktoberfest,365,16
0.048,40th Annual Bix Street Fest Copper Ale (Current),American Amber / Red Ale,365,16
0.06,Redband Stout,American Stout,365,16
0.053,483 Pale Ale (2010),American Pale Ale (APA),365,16
0.054,Roller Dam Red Ale (2010),Irish Red Ale,365,16
0.05,Pablo Beach Pale Ale,American Pale Ale (APA),466,12
0.057,Wild Trail Pale Ale,American Pale Ale (APA),156,12
0.067,Mothman Black IPA,American Black Ale,156,12
0.058,Autumn Winds Fest Beer,Märzen / Oktoberfest,86,16
0.085,Captain's Daughter,American Double / Imperial IPA,86,12
0.058,Autumn Winds,Märzen / Oktoberfest,379,16
0.06,Flying Jenny Extra Pale Ale,American Pale Ale (APA),379,12
0.04,Hazy Day Belgian-Style Wit,Witbier,379,16
0.055,Bring Back the Beach Blonde Ale,American Blonde Ale,379,16
0.06,Leaning Chimney Smoked Porter,American Porter,379,16
0.06,Flying Jenny Extra Pale Ale (2012),American Pale Ale (APA),379,12
0.049,Flagship Ale,Cream Ale,379,12
0.045,Mr. Blue Sky,American Pale Wheat Ale,124,16
0.065,3 Scrooges,Winter Warmer,124,16
0.05,Screamin’ Pumpkin,Pumpkin Ale,124,16
0.05,Grand Trunk Bohemian Pils,Czech Pilsener,124,16
0.065,El Rojo,American Amber / Red Ale,124,16
0.075,Norm's Raggedy Ass IPA,American IPA,124,16
0.05,Grind Line,American Pale Ale (APA),124,16
0.04,Norm's Gateway IPA,American IPA,124,12
0.09,Lemon Shandy Tripel,Tripel,124,16
0.063,Little Red Cap,Altbier,144,12
0.069,Supergoose IPA,American IPA,290,12
0.047,Hale's Pale American Ale,American Pale Ale (APA),290,12
0.07,Heyoka IPA,American IPA,327,16
0.08,Guest Lager,American Double / Imperial Pilsner,327,16
0.057,Pony Pilsner,German Pilsener,327,16
0.055,Akari Shogun American Wheat Ale,American Pale Wheat Ale,327,16
0.06,Meat Wave,English India Pale Ale (IPA),327,16
0.06,Over Ale,American Brown Ale,327,16
0.042,Gossamer Golden Ale,American Blonde Ale,327,16
0.052,Daisy Cutter Pale Ale,American Pale Ale (APA),327,16
0.07,Pursuit,American IPA,248,12
0.052,Half Full Bright Ale,American Blonde Ale,248,12
0.046,Orange Wheat,Fruit / Vegetable Beer,476,12
0.043,Hangar 24 Helles Lager,Munich Helles Lager,476,12
0.075,The Great Return,American IPA,343,16
0.044,Hardywood Cream Ale,Cream Ale,343,12
0.056,Capital Trail Pale Ale,American Pale Ale (APA),343,12
0.052,UFO Gingerland,Herbed / Spiced Beer,234,12
0.062,The Long Thaw White IPA,American White IPA,234,12
0.048,Honey Cider,Cider,234,12
0.05,Harpoon Summer Beer,Kölsch,234,12
0.059,Harpoon IPA,American IPA,234,12
0.059,UFO Pumpkin,Pumpkin Ale,234,12
0.055,Harpoon Octoberfest,Märzen / Oktoberfest,234,12
